stamp_sec,source,seq_num,waypoint_idx,x,y,theta,image_path,curr_image_path,goal
1786370205.787762,sys2,72,0,0.226562,0.074609,0.094545,data/images_20260810_235623/seq_72.jpg,data/images_20260810_235623/seq_72.jpg,Move toward the grey cabinet along the chair
1786370205.787762,sys2,72,1,0.503553,0.116277,0.015845,data/images_20260810_235623/seq_72.jpg,data/images_20260810_235623/seq_72.jpg,Move toward the grey cabinet along the chair
1786370205.787762,sys2,72,2,0.819249,0.114345,-0.065869,data/images_20260810_235623/seq_72.jpg,data/images_20260810_235623/seq_72.jpg,Move toward the grey cabinet along the chair
1786370205.787762,sys2,72,3,1.176374,0.187090,-0.004603,data/images_20260810_235623/seq_72.jpg,data/images_20260810_235623/seq_72.jpg,Move toward the grey cabinet along the chair
1786370205.787762,sys2,72,4,1.716841,0.151594,-0.541114,data/images_20260810_235623/seq_72.jpg,data/images_20260810_235623/seq_72.jpg,Move toward the grey cabinet along the chair
1786370205.787762,sys2,72,5,2.363113,-0.326104,-1.696743,data/images_20260810_235623/seq_72.jpg,data/images_20260810_235623/seq_72.jpg,Move toward the grey cabinet along the chair
1786370205.787762,sys2,72,6,2.188850,-1.198625,-2.852338,data/images_20260810_235623/seq_72.jpg,data/images_20260810_235623/seq_72.jpg,Move toward the grey cabinet along the chair
1786370205.787762,sys2,72,7,1.551327,-1.389996,-2.929896,data/images_20260810_235623/seq_72.jpg,data/images_20260810_235623/seq_72.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys1,80,0,0.075391,-0.005396,-0.020383,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_81.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys1,80,1,0.150000,-0.009521,-0.024287,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_81.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys1,80,2,0.225000,-0.008838,-0.020749,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_81.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys1,80,3,0.296875,-0.008398,-0.033191,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_81.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys1,80,4,0.362500,-0.007129,-0.014037,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_81.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys1,80,5,0.428125,-0.010059,0.011108,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_81.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys1,80,6,0.493750,-0.013867,0.010925,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_81.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys1,80,7,0.559375,-0.018262,-0.008606,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_81.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys2,80,0,0.267188,0.104688,0.099833,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_80.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys2,80,1,0.539428,0.130300,0.017044,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_80.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys2,80,2,0.850531,0.123199,-0.057338,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_80.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys2,80,3,1.182191,0.175372,-0.028373,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_80.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys2,80,4,1.679390,0.179726,-0.641778,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_80.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys2,80,5,2.270754,-0.339256,-1.835199,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_80.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys2,80,6,1.989678,-1.169659,-2.867679,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_80.jpg,Move toward the grey cabinet along the chair
1786370206.787683,sys2,80,7,1.348138,-1.347114,3.044615,data/images_20260810_235623/seq_80.jpg,data/images_20260810_235623/seq_80.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys1,83,0,0.075391,-0.004663,-0.028679,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_86.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys1,83,1,0.151563,-0.008984,-0.023433,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_86.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys1,83,2,0.228125,-0.008057,-0.023189,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_86.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys1,83,3,0.300000,-0.007422,-0.039286,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_86.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys1,83,4,0.365625,-0.007178,-0.016112,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_86.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys1,83,5,0.434375,-0.011035,0.011596,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_86.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys1,83,6,0.500000,-0.015137,-0.002991,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_86.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys1,83,7,0.565625,-0.020898,-0.018064,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_86.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys2,83,0,0.282813,0.096875,0.096367,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_83.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys2,83,1,0.530356,0.134344,0.024760,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_83.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys2,83,2,0.829248,0.119669,-0.064974,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_83.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys2,83,3,1.173655,0.118594,-0.259163,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_83.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys2,83,4,1.660318,-0.106614,-1.088731,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_83.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys2,83,5,1.876890,-0.860920,-2.346626,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_83.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys2,83,6,1.219944,-1.372148,2.847127,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_83.jpg,Move toward the grey cabinet along the chair
1786370207.787735,sys2,83,7,0.602280,-1.190663,1.965580,data/images_20260810_235623/seq_83.jpg,data/images_20260810_235623/seq_83.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys1,91,0,0.073438,-0.005566,-0.027337,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys1,91,1,0.146875,-0.008887,-0.033191,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys1,91,2,0.221875,-0.007422,-0.025263,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys1,91,3,0.293750,-0.007812,-0.035873,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys1,91,4,0.359375,-0.006445,-0.010986,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys1,91,5,0.425000,-0.009570,0.027581,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys1,91,6,0.487500,-0.012988,0.019041,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys1,91,7,0.553125,-0.017871,-0.008179,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys2,91,0,0.262500,0.118750,0.119294,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys2,91,1,0.533826,0.152698,0.039730,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys2,91,2,0.821121,0.163568,0.040159,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys2,91,3,1.099039,0.252141,-0.017783,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys2,91,4,1.523798,0.234820,-0.635539,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys2,91,5,1.998101,-0.264544,-2.121251,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys2,91,6,1.496593,-0.877071,3.040135,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370208.787704,sys2,91,7,0.900236,-0.841683,1.693412,data/images_20260810_235623/seq_91.jpg,data/images_20260810_235623/seq_91.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys1,92,0,0.073438,-0.006738,-0.051468,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_94.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys1,92,1,0.146094,-0.013672,-0.065592,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_94.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys1,92,2,0.220313,-0.015625,-0.081194,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_94.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys1,92,3,0.289062,-0.020898,-0.094327,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_94.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys1,92,4,0.353125,-0.023242,-0.081681,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_94.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys1,92,5,0.418750,-0.032227,-0.047815,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_94.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys1,92,6,0.481250,-0.040234,-0.044648,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_94.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys1,92,7,0.546875,-0.048047,-0.071934,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_94.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys2,92,0,0.232813,0.093750,0.126936,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_92.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys2,92,1,0.499012,0.130812,0.071154,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_92.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys2,92,2,0.791703,0.134148,0.013925,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_92.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys2,92,3,1.108543,0.161317,-0.094228,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_92.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys2,92,4,1.592177,0.064210,-1.107681,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_92.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys2,92,5,1.789568,-0.616149,-2.612064,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_92.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys2,92,6,1.058487,-0.913687,2.259862,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_92.jpg,Move toward the grey cabinet along the chair
1786370209.787667,sys2,92,7,0.698313,-0.453267,-0.288216,data/images_20260810_235623/seq_92.jpg,data/images_20260810_235623/seq_92.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys1,98,0,0.072656,-0.008105,-0.051468,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys1,98,1,0.145313,-0.015430,-0.058284,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys1,98,2,0.218750,-0.017480,-0.092383,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys1,98,3,0.287500,-0.022949,-0.107428,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys1,98,4,0.354688,-0.025195,-0.126293,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys1,98,5,0.421875,-0.038867,-0.094813,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys1,98,6,0.484375,-0.049805,-0.098212,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys1,98,7,0.556250,-0.062109,-0.106943,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys2,98,0,0.267188,0.114844,0.095174,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_98.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys2,98,1,0.511366,0.138410,0.026405,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_98.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys2,98,2,0.736094,0.151672,-0.013158,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_98.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys2,98,3,0.952620,0.218750,-0.169932,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_98.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys2,98,4,1.251925,0.281538,-2.065280,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_98.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys2,98,5,0.888295,-0.129504,2.749870,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_98.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys2,98,6,0.280267,0.272959,1.647709,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_98.jpg,Move toward the grey cabinet along the chair
1786370210.787702,sys2,98,7,0.306697,0.870506,1.023779,data/images_20260810_235623/seq_98.jpg,data/images_20260810_235623/seq_98.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys1,99,0,0.070703,-0.004248,-0.010925,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_101.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys1,99,1,0.141406,-0.004224,0.003479,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_101.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys1,99,2,0.214063,0.001489,-0.005371,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_101.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys1,99,3,0.281250,0.004053,-0.010254,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_101.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys1,99,4,0.348438,0.009863,0.021481,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_101.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys1,99,5,0.415625,0.008350,0.088494,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_101.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys1,99,6,0.478125,0.010059,0.104035,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_101.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys1,99,7,0.546875,0.010059,0.110279,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_101.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys2,99,0,0.243750,0.092188,0.055640,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys2,99,1,0.444246,0.116950,-0.007044,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys2,99,2,0.656839,0.129417,-0.011708,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys2,99,3,0.885931,0.210725,0.041349,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys2,99,4,1.205416,0.275159,-0.646533,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys2,99,5,1.645588,-0.132428,-1.020692,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys2,99,6,1.980552,-0.788479,-1.838914,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370211.787938,sys2,99,7,1.842804,-1.359904,-1.960132,data/images_20260810_235623/seq_99.jpg,data/images_20260810_235623/seq_99.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys1,103,0,0.071094,-0.005737,-0.031484,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_105.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys1,103,1,0.142187,-0.009277,-0.011352,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_105.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys1,103,2,0.215625,-0.006348,-0.022701,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_105.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys1,103,3,0.284375,-0.005957,-0.041968,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_105.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys1,103,4,0.351562,-0.003027,-0.027337,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_105.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys1,103,5,0.418750,-0.007910,0.029288,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_105.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys1,103,6,0.484375,-0.009717,0.038068,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_105.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys1,103,7,0.553125,-0.014453,0.041236,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_105.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys2,103,0,0.387500,0.094141,0.048460,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_103.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys2,103,1,0.677669,0.175089,-0.052480,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_103.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys2,103,2,0.917233,0.178347,0.029201,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_103.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys2,103,3,1.055254,0.323063,0.101654,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_103.jpg,Move toward the grey cabinet along the chair
1786370212.787703,sys2,103,4,1.344237,0.384739,-0.744276,data/images_20260810_235623/seq_103.jpg,data/images_20260810_235623/seq_103.jpg,Move toward the grey cabinet along the chair
